Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.547338393,-1.641186103,1.610230446,4.124175365,5.863806432,4.77393622,2.504558993,2.852747865,2.072676304,4.544597519,3.834921768,4.293128035,4.414699943,6.131060263,5.306033153,6.866289517,6.830639809,4.308273971,-3.321216086,1.803640788,3.758998937,1.055608743,0.879074227,3.429514884,4.26548904,3.012650973,5.362964116,5.146663133,4.043737786,-3.21052683,7.281299381,5.484832895,
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.047028065,-1.884376958,0.208475193,2.639204433,3.216945053,1.329945751,0.94940372,2.521346921,3.490643162,2.615466199,-2.146489921,-1.13971907,-1.031422365,0.465686404,-0.188350744,0.028540639,2.015283161,2.724284656,1.179005936,3.376157295,0.934949653,-0.826280428,-0.771333169,1.998132056,2.093586607,3.42255066,2.991822023,1.509950794,-3.51055886,2.173638164,0.68733987,0.110596604,0.628360675,1.108693594,0.494129822,0.960131673,0.421326163,2.10552472,0.423089768,-2.854158322,4.588192118,1.7360013,
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.044054678,-0.182625837,0.038590918,-8.881055213,7.658974575,,
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.071444281,1.911060869,3.762882101,0.59278063,-0.956404963,9.212095091,1.787062247,1.788618806,2.164149659,0.126557134,7.62647517,-2.594407057,-6.522536138,0.770067493,-14.27731315,2.243719598,8.78354503,6.077650174,6.820629739,6.428492616,4.989543452,-12.29395306,-6.358547872,2.636150281,2.502571849,3.793755847,4.799998672,5.636639573,8.163167844,1.674318522,6.062941176,9.389369283,4.943403873,3.461190719,7.375838248,5.351007611,5.986326529,2.878669136,-1.454255616,3.772356977,2.009936512,2.086110709,3.631566467,5.616340075,4.807518063,5.015991124,4.142002321,2.75580096,-2.128300571,4.788942687,5.176036998,5.12573838,2.316400118,0.77292782,1.105758381,0.550297851,-0.213266442,2.139078181,-1.045505741,-7.413626947,10.63188122,1.862723417,
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.52764361,-6.351504864,7.622254461,15.46899542,14.19788901,7.608403928,-8.161497585,-6.571451614,13.77934034,16.05039929,4.159176201,1.290105971,5.327293014,0.218005667,6.816440506,-3.081321985,6.114001676,9.846156848,6.165663709,6.490112655,3.774903665,7.423410232,9.18113705,13.69001984,11.89656171,7.341433471,9.881163796,9.446171357,2.620859175,2.406558572,7.782091991,12.83320958,12.58199664,11.76638915,9.754954884,8.776429814,8.124497579,6.816064559,6.733485664,7.638597674,7.551654829,8.404879975,9.354776648,9.461558771,10.74137513,12.09330469,13.6358205,9.0902801,8.855947675,10.10283262,8.953816042,7.134523777,7.050734134,6.750760315,6.420736478,6.238215447,6.3018631,6.251700556,5.575316864,1.995558042,8.351719953,3.002576026,
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.942563211,-2.56940358,10.13364075,13.12465676,-6.808570979,7.318297834,0.603202763,8.237696622,5.265267635,5.902525215,4.829054032,-0.314884627,1.242918752,-0.317145867,3.434750891,8.352293411,3.360875181,6.806008265,-1.390169725,-14.25441812,-0.314746166,-3.455294441,-7.357525072,-6.133069308,0.907368844,-0.199826998,-3.657666116,-2.340863327,-0.821744682,-4.812715096,-3.669211099,-3.889103817,-3.776125896,-2.737322728,3.399180948,4.010910038,5.898602989,0.821945736,-1.846652084,-2.959710898,-4.683346316,-5.142085307,-7.00066133,0.801103621,-1.268265052,0.568624257,-1.059815634,2.573868005,1.432261368,4.610518087,-7.314005485,5.430923067,8.499803033,6.868861326,4.463889962,4.442361059,4.668461262,2.186608497,3.855841939,-0.782841472,4.404815964,4.155127568,
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.426333512,1.031061606,1.378696761,1.148705577,-0.37442705,2.111660593,-13.08156004,3.706303548,2.247516641,0.431125075,0.754074157,-0.072150225,2.507232339,7.717469194,8.196481372,-7.990353576,10.83982628,18.7074703,3.075352556,-5.147018915,12.98292758,4.926183546,4.626884277,4.446543825,4.804112294,3.514913198,-5.158927112,-10.61360268,-4.737740839,-8.909239183,-6.64425525,-5.903355961,-10.5729314,-0.994143235,0.068585266,1.42319589,1.784214065,1.993610624,1.77836308,1.131126751,1.619678854,1.714569112,2.61413205,4.150729438,-0.527954204,1.024993589,1.466544495,-0.029081451,-0.299622049,0.006582789,0.493346679,1.721841653,2.082609839,2.558902686,2.392797413,1.454232674,0.648212634,1.121795214,0.643223204,-2.422434418,0.650616045,0.926268102,
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.10792787,18.09045341,2.462864487,-5.015579859,-1.738650268,3.779134087,-3.82861427,1.312354768,6.200655508,-3.059785134,3.132804091,-2.487388709,5.264866523,0.399343541,-7.472426575,-7.720012191,-1.737607558,-8.216424813,-3.010985593,-0.888785668,-0.441779679,-3.143616855,-1.336258942,2.451555707,-2.533780961,1.66373454,-0.423662475,-2.618082358,-4.316132925,-9.584213389,-11.39352542,-13.15587163,-16.19859124,-8.370576957,-3.426580771,-2.891758169,-7.098396744,-3.924800034,-6.969532095,-9.570694324,-5.012042163,-0.151731065,2.514865995,3.60340242,2.879528265,2.017148351,2.897014253,2.880741558,-0.3784622,3.686160116,3.35182131,3.552018767,4.845979483,5.762181554,3.353084347,-1.088996024,0.216643095,2.413839975,1.110966274,-1.492689427,2.832379325,5.496328335,
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.576731465,2.467431606,-6.570264519,1.016948771,0.830588144,-1.472928669,-0.775197775,4.538621494,4.40948947,3.214894086,4.523046277,5.318307199,4.925411931,4.594161784,4.771014129,-1.536787514,-11.12865524,3.862323992,7.294767727,14.99751559,15.02378086,20.94074581,3.672890195,4.310036611,-4.099276661,-9.592654049,-2.730765385,-1.154936717,-0.312914731,-1.805379199,-0.411797992,-0.167412667,-3.774134991,-8.150381505,1.213870332,1.539882799,-2.644850409,1.543223128,-5.14928872,3.547205816,-0.027544188,2.162661737,-1.938996116,0.019857938,3.94682346,4.007991907,-9.989537905,2.842036482,7.241581921,5.45626725,-1.056578869,6.936986163,-3.07344321,4.127141781,-1.954714357,-10.84078143,-7.825309864,-4.615554763,-1.229416403,-8.428402521,-1.29803642,-0.812656368,
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.876447372,2.198191741,0.168030331,3.002248835,0.561250867,2.240465617,1.267951931,3.115651973,3.398160868,3.601584295,3.484848984,5.24690757,4.348631667,3.429511205,0.111589034,2.497987075,1.896174503,6.041905204,3.007346307,1.713944287,-0.051475993,-1.332477992,-0.733852364,1.020971213,0.866699984,3.585243957,3.155210207,1.887855657,1.255343269,2.112398501,-0.056151385,2.001952163,3.32823689,3.773867156,3.229305171,0.210252817,1.601503541,-1.159549929,-5.794495364,1.271082627,0.088483853,0.942693274,2.390448042,3.839378166,3.406895648,5.339723444,5.422847619,2.084242363,0.001662279,3.323734506,5.784699766,2.837889026,4.098265909,3.513953479,1.990616494,1.002272725,-0.161953875,0.638439616,1.314952378,-8.605811527,9.753601489,6.517461826,
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.896973231,3.60397917,2.1477184,1.397813039,-0.438973572,-0.881273479,-1.132826061,-0.126728381,-5.837132199,2.279420158,-7.782366462,5.96427522,0.709913519,-7.309375609,1.408039774,-3.394109173,1.816825031,-0.862253011,-0.105394136,8.717689838,0.28098417,0.255555657,0.119030969,-0.013669964,0.837129283,0.61407525,-1.200112163,1.888357948,1.14810444,1.637270424,1.960299485,0.985839766,2.249640757,-0.067894786,-1.014068958,1.102932073,1.712361833,1.686721598,-0.126909212,-2.074861396,0.190939004,0.534046631,
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,6.967929231,1.348759115,7.981368575,2.390513933,7.235289324,1.557589925,2.978870259,4.64201038,4.246834423,-1.079096461,-0.815355089,8.257927732,5.988307507,16.24324526,11.51113748,8.800936922,8.629282904,10.07378047,8.894187766,12.1340984,0.540730982,3.633309626,2.688116947,8.726368171,5.557902733,6.672709051,13.8360549,5.863825574,-2.516366975,0.747349442,2.681808363,-0.117356983,-0.500286991,-0.434814396,-0.177226393,3.117628741,3.33731044,2.57258285,5.867653851,-21.5678092,4.665683109,16.08531608,
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.757366545,1.733493622,3.217567233,0.182000952,4.675275098,3.615139501,2.464450706,5.368505039,2.592476427,4.622263507,3.988458684,5.408742674,4.98699671,2.878990481,-0.492014236,2.806341363,6.062211656,3.451805314,2.122829667,-1.962514112,-4.90196873,-9.809756109,0.048679873,5.072576129,-2.013635909,2.705520683,2.015346171,0.783298889,3.004937198,0.954542165,-0.296531513,6.48828418,4.473266458,2.009362936,1.713859609,-0.960770714,3.129747492,4.85597142,2.077614594,1.838873566,1.600982801,1.675937517,2.673776027,2.848457986,2.456798969,5.799838282,6.707755266,3.298011333,-2.203057167,4.012638871,3.116526116,3.627812474,1.319512789,2.414564007,2.573178611,3.15151339,3.143265986,1.661308308,1.535290566,-4.994101583,7.289650117,4.009202565,
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,8.034077252,2.745363418,1.960961795,6.876309694,4.490817437,5.776010776,2.849135736,4.35489912,4.085842022,3.040528311,0.73071735,5.855863456,-1.762722367,-4.268118971,-2.284417764,0.140009147,2.765083771,4.686541225,4.127196278,1.411224835,-0.137952976,-0.085800223,-3.421785121,-0.002067538,-0.858766623,0.472274704,1.129706058,1.537296395,3.50345929,0.289163408,0.672185855,1.359393879,2.05629714,1.888627345,1.951130187,2.548474747,2.121067055,2.138885293,3.339263866,3.014172629,1.335509516,2.886603523,4.908065198,3.276417443,2.972072597,6.135274657,2.76741391,0.623435943,-4.117787295,0.684298654,0.466397448,2.779244204,0.715886315,1.659708722,-0.395925169,-2.731343227,-1.084806082,0.626325826,0.225350926,-9.900748693,5.353835321,12.86119355,
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,6.706221629,3.18522645,2.003492172,-0.251178534,8.311967465,4.477469974,7.903848176,5.966719738,0.625645944,-5.183091932,19.20886689,8.255264135,4.612094933,7.061735705,0.760750514,-0.749975746,-3.266261541,2.725496115,-0.293073337,-3.857215476,-11.41900479,-12.1540307,-15.32719887,0.28886143,2.086856191,7.481406458,2.455415391,-0.164276868,5.840205908,5.574321486,2.876228671,1.144029242,3.52243391,5.524827061,10.99578825,11.92139965,7.174032658,4.054763877,1.392178173,2.324766851,2.726846251,2.9185284,2.636075249,0.954420824,4.365870759,0.494073392,1.860147022,2.321609164,-0.061218557,-10.82301048,1.652416141,2.17589201,
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007946013,0.274293371,-1.758681697,-1.505340183,-1.858439975,-0.940961791,0.466173824,0.910342295,-1.176896518,-1.176268627,-0.909566559,-1.172561486,-1.755807568,-1.967467486,-0.858779715,-2.111161329,-1.59116394,-1.588630619,-2.041096052,-16.7192199,5.946443256,9.596865316,
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108078948,-3.234236986,-9.809708074,-5.363905871,-1.41613441,-1.205742351,-1.072927201,0.332869642,0.550605419,1.011164998,1.032113036,2.173372972,1.95152393,-6.767412927,2.769070579,2.814410936,
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,21.24487633,16.34797617,7.37834654,9.054351798,4.610639066,0.828823792,4.774511387,4.715041189,7.357757081,3.615238629,2.521408313,5.907272645,7.500782046,6.419511569,5.139971416,-1.834741576,6.527831932,-1.702624997,3.732198767,6.415538258,-0.352381792,1.196222263,4.817748898,3.829598372,4.844155984,2.838129284,2.541064553,1.38361898,3.63080498,3.353772518,2.981296273,2.884110626,1.076560783,-4.610651165,-0.618672946,-2.127826855,-4.906836144,-6.335597965,-0.74281774,3.973378914,5.967386806,4.872481058,4.41139137,4.41372689,-4.479765068,8.891980276,3.636906148,
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250599,-0.608213656,-0.042053082,2.872143487,6.566133528,4.386832731,-0.411069078,-0.262114936,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.875468527,2.624956267,-5.732526894,5.446369618,0.755661356,
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.943650177,3.802476016,4.448017199,0.850760324,-0.496434235,5.400212111,3.581437112,3.098181629,4.104331342,1.198693908,0.376242533,-0.300057816,1.839034184,3.178987194,2.556883607,2.240534998,1.246499686,3.302863722,3.09618,4.351639054,4.345220055,1.151046332,-1.625684284,2.03735421,1.246141876,0.514437285,1.643334273,1.998485321,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.678212594,0.847783197,-3.905303583,3.120162973,1.074951887,
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.185262601,5.69115555,5.34352223,3.737482068,3.09308758,3.894529187,-0.185692485,3.066295569,1.716891005,
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,10.0233143,-18.68464564,13.05691315,10.89923377,4.566411653,3.062933675,4.678985066,1.902567907,7.646198578,6.918610395,8.446090633,0.410783329,6.167490394,1.846141363,2.072233263,2.077226091,-0.007441692,3.02639601,3.156375977,2.311360947,3.989488588,0.704671154,2.867298553,0.219160831,-2.98316206,6.073432194,2.852325155,0.509291715,4.555925723,6.301941569,7.110156189,-1.176774443,0.719489528,-0.204681673,-1.268694036,-0.900680193,3.920238121,-3.615168468,2.663927282,-7.054046687,2.933518572,4.608870253,-17.26089777,6.274997311,5.176271942,
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,4.70161895,4.912387623,5.921884888,0.836281146,2.291699419,3.336615093,3.465614309,-1.581692398,-1.74030563,5.658698172,1.553514127,1.909290198,3.614290364,-0.603929078,-0.63790415,3.760789428,2.666544948,4.220711027,3.96161087,4.763986084,0.127360299,-0.062176179,0.584830839,1.310525163,1.130840198,1.620420852,-0.32195993,4.977347179,2.492248169,2.319405698,2.832664465,1.847613945,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.130657494,-2.70866842,6.382444342,1.925341067,
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.477191878,13.29934411,3.144945525,3.449654403,-15.115017,10.09458119,0.263965138,-2.650666123,7.781535863,14.97992506,7.883376774,7.474495133,9.954627015,3.289376239,2.559102705,4.101057863,2.442766529,-0.282410044,2.108111057,5.531366464,1.9862662,-0.494795613,2.377272448,-0.92123301,-4.191996299,1.365623601,7.840312135,0.041052152,2.219415463,-7.429983278,-1.127861594,8.990656048,5.25672562,0.636265971,3.727180735,4.092189488,7.044764457,5.013024874,4.312189114,3.075842277,0.943739475,2.997365375,-2.725462464,1.171908499,7.975831368,7.770307349,6.067420944,1.90090508,-0.362882608,6.924484313,1.800671362,1.415388695,3.572464785,5.748381463,5.655742243,5.425601523,3.490477238,5.807049827,3.928931727,-7.719058679,11.07827632,3.822256105,
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.12721831,-20.91007361,32.16830238,4.017519511,4.472787559,-6.556911495,7.045086751,8.327991708,6.021717666,6.456719172,-13.30711752,24.51649026,1.37890965,4.890590917,1.230300648,3.290609978,1.365794326,6.127467782,4.316636922,-2.288056635,-0.257337989,2.948729067,1.924323822,2.088381385,0.235780268,-2.889171318,-3.662009693,-3.682624437,1.688278984,-1.68292795,-3.528167862,-0.538303713,-4.268935462,-2.966914207,1.828036977,2.280472012,-0.585445319,3.524321957,1.766866719,2.354580271,1.592496614,4.1851601,5.758041706,2.842493639,4.465245063,0.244873743,1.730369328,0.664881575,-0.208351663,1.6921701,0.964977574,1.410226665,0.797967812,1.76594123,1.646657261,1.163147579,-0.663171195,-0.707950481,-0.840856659,-6.729941648,1.700063767,1.533163232,
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.28239686,-1.93886316,3.781285901,8.127919,8.117816135,5.115550603,-3.919494175,-0.837910757,8.425131536,10.42054465,3.944177654,2.352190698,5.770511243,1.661504984,4.829455747,1.087789745,5.86224724,7.524506508,5.408827844,5.926870096,3.962830431,4.645974521,5.946470546,8.238225926,6.193327776,5.362232742,7.267199968,7.851022038,4.012702968,3.4833124,6.365595224,9.618159303,9.77588066,9.46497299,8.472360923,7.711998091,6.040170944,1.706114032,5.252328224,6.573191844,5.982397345,7.103992855,8.023765438,8.232642115,9.093957471,10.21017642,11.63456349,7.805853036,7.196134875,9.131570196,7.81713332,6.666488447,6.404982231,6.131732545,5.900612657,5.769825405,5.900029267,5.832966119,5.185736694,0.768412382,7.23389033,3.147888962,
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.811303753,0.881013138,2.152661895,5.369162017,2.952258494,1.563383065,2.906706211,3.964151317,3.865881093,5.980941197,3.43537582,4.401349681,4.776303133,4.126561966,0.025493819,4.613721456,1.626466594,-1.042977885,1.602168767,0.997022106,1.489416578,-2.674780756,-2.338206967,-0.243915284,-1.686053971,0.241309806,0.34238753,1.105641078,-0.068171057,2.904484481,2.19213068,1.795315966,1.386486987,1.289709823,0.369298375,3.661922207,2.740262317,0.564096978,0.197925838,2.494466447,-0.823436903,-0.018097115,3.547301944,4.38727639,4.137884869,4.313823048,4.020505847,1.858669533,-0.880219772,4.864961013,3.331994516,2.702058908,2.603105581,2.68223664,2.997297266,3.031213295,3.175917037,2.488696287,1.07653024,-5.415247925,5.968140427,4.533667787,
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.582827417,4.065473951,5.253814272,8.007077919,4.556307566,5.934000828,5.146861754,6.903587131,8.685259501,2.726895534,2.589908957,4.722975034,5.290582908,-1.189625604,1.817055758,2.539561898,3.802465476,4.180436794,4.294998171,2.262427922,3.106513874,2.474344795,2.776438543,4.589784867,4.127713994,3.303280733,4.553384511,5.883512994,3.542166325,3.505123973,3.354527934,2.856453148,2.870675364,3.92342443,4.398136798,4.375696056,2.864401544,-0.644531577,2.702569891,4.407972004,2.380306174,3.503842774,4.116297011,5.065453761,5.11150068,5.666726461,6.684697197,3.630706551,1.847676486,6.877881115,4.713695242,4.349268898,4.43072582,3.9789788,3.985503029,3.925702771,4.313787442,4.12260081,3.4097,-0.57317037,5.931272434,2.665490434,
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.117056601,-5.571171462,-11.12501272,-6.250897621,-11.36953227,-2.005230923,-0.316352337,2.687693144,-1.64653731,2.368379731,8.394341006,2.62359105,5.469016676,6.86406978,8.154792569,7.201435895,7.981681332,7.599846607,3.808814559,-6.191906546,5.02496274,5.658825562,3.420573412,3.439999695,1.447627083,0.302434184,0.979025608,3.366654468,2.661743836,1.736516646,-1.565857198,7.02703793,1.743097099,
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.907509621,3.885075227,5.189750445,1.416328968,-1.244202935,3.96263444,2.143553587,2.526431982,3.068021525,0.661212684,-0.17423638,0.344365014,1.378631797,2.034493187,2.177747742,2.116130909,2.426671706,3.580458148,2.939194647,1.824820841,-0.076390307,-0.924289268,-1.081695968,0.969936854,1.944174816,1.586421082,2.894448928,2.488387449,2.761561595,4.246362423,2.125439131,1.40060149,1.533655805,2.886220042,2.360987381,3.543088036,3.317884312,0.600600384,-4.843158846,2.253689664,2.09916303,-0.013882973,0.403648675,1.467746478,1.604782982,1.458404617,2.520794274,1.76542524,1.484197603,-5.694510967,6.382848317,3.479442455,
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.174143397,1.93880105,-0.812394264,4.320745591,0.293943453,-3.212142506,1.613131581,-1.015720602,1.678163223,3.838721505,3.301307389,2.081255768,10.78311285,8.140232791,7.932071959,4.477679287,-1.133562391,2.882761054,0.987374212,0.989018809,2.872122062,-1.967306033,-2.866622061,0.042222226,1.336915855,0.894161128,-2.712082626,3.33701891,-1.372385231,1.302164164,1.98381762,-0.018341778,-0.029153402,2.284532016,0.359639648,-0.113109062,2.477499617,1.473244066,-6.369163606,-0.625240913,2.242180682,2.304133694,0.942184171,6.344882336,3.491195493,2.621996709,0.44929932,4.559943578,-1.111364474,1.820647693,6.111532316,3.962519179,3.350546243,2.260424369,-1.371519259,-2.690499476,0.790527393,-0.608002129,-1.879688207,-9.07131767,3.010378163,1.785208105,
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.457534309,1.187452037,7.64265844,8.608309337,2.218478736,2.405839965,-1.668433354,-3.966166635,2.828919509,3.212115758,1.79222406,0.857889533,1.303987639,-0.608767804,6.564548325,10.78414523,6.509333735,6.017912959,1.958494542,7.204758135,4.596634397,7.071597341,2.286887795,6.763431392,2.91730673,1.91639576,1.048347601,2.631211185,2.160028643,2.991332082,-1.283898099,2.072839995,0.56547584,1.664929339,2.37393676,2.749670999,3.242900733,3.335403438,3.835706514,4.188865982,1.42787503,0.271350019,1.061259566,1.998606848,2.420125629,4.784127565,5.018084821,5.078168372,2.645918664,3.036697185,-0.457409359,-0.05978776,-0.153662238,0.53182407,2.095538306,2.192208627,2.128743381,3.349815022,3.675370831,1.770968731,1.591816288,4.928456185,
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.189817314,4.181473814,5.483264716,2.640393124,-1.267088944,4.570805652,2.669764401,2.691940859,3.434475218,1.706376377,0.124098779,0.420853577,1.180549801,2.209743351,2.121026505,2.257148497,2.256473708,3.965585547,3.665755116,3.140076011,2.17907766,0.992816547,-1.068107964,2.150373892,2.170571795,1.467485353,2.486977514,2.819493488,2.693075106,3.539777599,1.864950341,0.47335196,0.164543305,1.747705014,1.174217961,2.764418473,2.485264492,-0.058432935,-4.838483664,1.928761862,1.937244725,-1.062760499,-0.550669821,1.060327235,1.759399937,1.579816457,2.424844762,1.558185073,1.483054786,-6.227546459,5.971115641,2.974121082,
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00397056,17.59628266,-2.611583785,4.102364069,6.614285729,0.405890028,-1.417832241,-4.615491589,5.705289623,-0.451653406,-6.5430732,-2.577856846,0.089826485,-2.632089695,-0.170229234,-12.17251481,1.245507906,0.12159164,6.652182535,,,,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.137322794,3.395927073,6.962193061,6.604025781,4.471068268,-0.539096649,2.217772583,1.7856571,0.490728187,-0.836528083,1.391315418,-0.839887352,0.640408996,1.275514608,1.362897148,1.951329271,2.945279405,5.273762859,4.871692072,4.662815197,3.675767951,2.285324777,0.43611499,-1.543358244,1.896906895,2.304957068,2.233853417,3.268766786,3.961965254,4.067886268,4.776400785,3.214134567,1.289977181,1.13629399,1.358648611,1.915746393,2.357772472,1.704571588,-0.709644824,-4.611747923,-0.297178904,-1.166203907,-3.021906537,-1.079741265,1.699352659,3.919117265,2.950815909,2.734475155,1.837460464,1.254631755,-11.6001893,6.290659445,4.968051244,
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502784471,14.34721002,5.346900129,-0.717824476,9.556418469,6.681033541,7.449840428,8.277712285,7.444416375,10.15499479,10.41473423,8.071025334,-4.877286528,-14.46432838,2.678164039,7.589211665,3.59836216,1.820154161,3.281874814,1.786274694,3.125538305,5.664039082,3.423619058,3.354972439,-0.747277944,7.899032598,-2.597978226,
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-2.865751655,5.342542308,-5.246167637,-13.533208,6.568349965,10.14838188,-3.243530901,-3.994123195,-0.882676687,-10.9670136,-12.31445171,9.398618788,-0.202451075,2.69990136,8.88160076,-0.042347687,-6.368031773,2.025446944,2.980694098,5.183296102,-1.419431349,-4.963548611,10.35673538,8.688193147,7.745595719,8.322832059,7.68786008,5.794553796,9.419873429,8.054120481,5.618653919,7.583098924,7.314544923,7.456695097,6.501211497,6.622789071,3.998440256,5.523810568,3.280847984,2.925804545,2.673584075,
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.070543163,4.054841799,5.328097925,2.472511423,-1.24035791,4.337865453,2.373244937,2.569052672,3.405592763,1.604358584,0.087351944,0.47275471,1.182591275,2.264259641,2.111582316,2.30672417,2.224031325,3.830806558,3.571466886,3.042187403,1.512099912,0.866404843,-0.896053661,2.396683982,2.468825921,1.715556443,2.498924624,2.872953303,2.779100555,3.776208721,2.040988692,0.878915422,0.549671084,2.208401677,1.564292622,3.159469108,2.810479631,0.319063353,-4.574818683,2.081515084,2.081833416,-0.848272584,-0.325934035,1.347149605,2.086295729,1.755385225,2.683769529,1.886863864,1.721692263,-5.719750079,6.132781972,3.401473677,
